Country,Theme,ProjectTitle,ProjectUrl,ProjectDescription
Jordan,democratic_governance,Youth participation in local governance in Jordan,/content/jordan/en/home/operations/projects/democratic_governance/Youth.html,This project aims at increasing youth political participation and civic engagement in local governance using an online portal and game on local governance\n
Jordan,democratic_governance,Electoral assistance in Jordan,/content/jordan/en/home/operations/projects/democratic_governance/project_sample.html,"The establishment of the Independent Election Commission (IEC) of Jordan in 2012 was a milestone in the political reform process of the country. At the request of the Government, the European Union and UNDP have been assisting the new institution with technical and financial support.  "
Jordan,crisis_prevention_and_recovery,Enhancing institutional capacities to reduce disaster risk and to integrate climate change,/content/jordan/en/home/operations/projects/crisis_prevention_and_recovery/DRR_CC_Jordan.html,"The project aims to improve governance and strengthen Jordanian institutional coping mechanisms to address disaster risk reduction (DRR) for natural hazards and climate change adaptation (CCA) as it relates to prevention, mitigation, and preparedness for flash flooding"
Jordan,environment_and_energy,Adaptation to climate change,/content/jordan/en/home/operations/projects/environment_and_energy/Implementation_global_env_conv.html,"The joint project aims at enhancing Jordan’s key government and civil society’s capacities to adapt to climate change threats to health, food security, productivity, and human security under the conditions of severe water scarcity. "
Jordan,environment_and_energy,Developing policy-relevant capacity for implementation of the global environmental conventions in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/project_sample1.html,"This Project is expected to contribute in bridging the gap between policy making and implementation capabilities in Jordan for the global environment conventions to which it is signatory namely the UNFCCC, UNCCD and the CBD by linking research to policy-making process"
Jordan,environment_and_energy,Enabling activities for the preparation of Jordan’s Third National Communication Report on climate change to the UNFCCC,/content/jordan/en/home/operations/projects/environment_and_energy/TNC.html,"This project aims at assisting Jordan with research, planning and management activities necessary to undertake the Third National Communication (TNC) Report on Climate Change to the Conference of Parties in accordance with guidance of the UN Framework Convention on Climate Change (UNFCCC). In addition, it will help strengthen Jordan’s capacity to fulfill its commitments to the UNFCCC on a continuing basis"
Jordan,environment_and_energy,Energy efficiency standards and labeling in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/EE.html,"This project involves the electrical side of energy (as opposed to transportation, natural gas for heating or cooking etc…) for residential purposes, covering approximately 40% of Jordan’s total electrical consumption as of 2011. "
Jordan,environment_and_energy,Environmentally sound management of used and end products,/content/jordan/en/home/operations/projects/environment_and_energy/E-waste_environmentally_sound_management_used_end_products.html,"E-waste collectors often lack the necessary education and training to properly manage the collection process and materials recovery. Thus, UNDP and in Partnership with the government of Jordan through Ministry of Environment and Secre-\ntariat of Basel Convention (SBC) initiated the End of life of computing equipment management and monitoring in action in Jordan, shortly referred to as ""E-Waste Project""."
Jordan,environment_and_energy,Fostering Tourism Services to support local economic development in Tafieleh and Ajloun,/content/jordan/en/home/operations/projects/environment_and_energy/Fostering_tourism_support_local_economic_development_Tafieleh_Ajloun.html,"To contribute to the implementation of the local economic development plans for the Governorates of Ajloun and Tafileh, more particularly to support the development of tourism services industries."
Jordan,environment_and_energy,Fostering small scale food processing industries in Tafieleh and Ajloun,/content/jordan/en/home/operations/projects/environment_and_energy/fostering_small_food_processing_industries_Tafieleh_Ajloun.html,"To contribute to the implementation of the local economic development plans for the Governorates of Ajloun and Tafileh, more particularly to support the development of local small-scale food processing industries."
Jordan,environment_and_energy,GEF small grant programme,/content/jordan/en/home/operations/projects/environment_and_energy/GEF_small_grant_program.html,"Funded by the Global environment Fund (GEF), the Project aims to provide financial and technical support to the local community members, community-based organizations (CBOs) and civil society organizations (CSOs), to meet the overall objective of “Global environmental benefits"" secured through community-based initiatives and actions."
Jordan,environment_and_energy,Implementation of phase 1 of a comprehensive polychlorinated biphenyl management system in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/PCB.html,The project objective is to provide necessary tools and increase technical capacity of the country to meet the requirements with respect to the Stockholm Convention with the overall objective of safeguarding the environment and health from PCB impacts at the national and global levels. 
Jordan,environment_and_energy,Mainstreaming biodiversity conservation in tourism sector development in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/eco_tourism.html,"The aim of the project is to reduce the impact of tourism on biodiversity in Jordan and it will intervene at three levels. At the national level, it will develop a regulatory and enforcement framework to reduce the impact of tourism on biodiversity, centrally (upstream); components will be piloted at the local level, assessed and refined before being adopted nationally and made available for replication and up-scaling."
Jordan,environment_and_energy,Marine biodiversity conservation in Aqaba ,/content/jordan/en/home/operations/projects/environment_and_energy/project_sample.html,The project aims at mainstreaming biodiversity conservation in order to promote more effective and integrated management of the coastal zone in the Aqaba Special Economic Zone (ASEZA). 
Jordan,environment_and_energy,Migratory soaring birds - Regional component,/content/jordan/en/home/operations/projects/environment_and_energy/soringbirds.html,"The project aims to integrate conservation of migratory soaring birds into relevant sectors, namely agriculture, energy, hunting, waste management and tourism, in 11 countries along the Rift Valley / Red Sea Flyway."
Jordan,environment_and_energy,Migratory soaring birds in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/Soringbirdsnational.html,The project aims to conserve more than 1.5 million of birds that migrate every year within the extended Rift Valley area in Jordan by using and improving existing law enforcement practices. This is being done through targeting the community of hunters in Jordan
Jordan,environment_and_energy,Supporting the design and implementation of the integrated investment framework for sustainable land management in Jordan,/content/jordan/en/home/operations/projects/environment_and_energy/supporting_design_implementation_integrated_investment_framework_sustainable_land_management_jordan.html,"Under the United Nations Convention to Combat Desertification (UNCCD), the Jordanian Ministry of Environment (MoEnv), with the support of UNDP, has prepared in 2006 the National Action Plan (NAP) for Combating Desertification that serves as a guiding framework for the implementation of the convention."
Kazakhstan,democratic_governance,Assistance in improving the system of provision and evaluation of public services,/content/kazakhstan/en/home/operations/projects/democratic_governance/assistance-in-improving-the-system-of-provision-and-evaluation-o.html,he project aims at improving the system of provision of public services and public administration performance assessment. The Ministry of Economy and Budget Planning of Republic of Kazakhstan and Administration of the President of Republic of Kazakhstan will be assisted in further public administration reform through developing the sector of public service delivery and improving the public administration assessment. 
Kazakhstan,democratic_governance,Strengthening responsive governance for MDG acceleration in Kazakhstan,/content/kazakhstan/en/home/operations/projects/democratic_governance/strengthening-responsive-governance-for-mdg-acceleration-in-kaza.html,The project's aim is to strengthen responsive governing institutions by assisting the Ministry of Economy and Budget Planning and the Administration of the President in improving efficient public administration system through developing the sector of public service delivery and public administration assessment. 
Kazakhstan,environment_and_energy,Promotion of Energy-Efficient Lighting in Kazakhstan,/content/kazakhstan/en/home/operations/projects/environment_and_energy/promotion-of-energy-efficient-lighting-in-kazakhstan.html,The objective of the project is the transformation of Kazakhstan market towards the energy efficient lighting technologies and gradual replacement of inefficient lighting equipment to reduce greenhouse gas emissions.
Kazakhstan,environment_and_energy,Steppe Conservation and Management,/content/kazakhstan/en/home/operations/projects/environment_and_energy/steppe-conservation-and-management.html,"The goal of the project is to conserve the globally significant steppe biodiversity of Kazakhstan by including steppe ecosystems in the protected areas system as well as using planning tools for steppe ecosystems in Irgiz, Torgai and Zhylanshyk river basins."
Kazakhstan,environment_and_energy,Improving the Energy Efficiency of Municipal Heating and Hot Water Supply,/content/kazakhstan/en/home/operations/projects/environment_and_energy/improving-the-energy-efficiency-of-municipal-heating-and-hot-wat.html,The project “Removing barriers to energy efficiency in municipal heat and hot water supply” is to lay the foundation for sustainable development of energy efficiency in municipal heat and hot water supply systems in Kazakhstan. 
Kazakhstan,environment_and_energy,Energy-Efficient Design and Construction of Residential Buildings,/content/kazakhstan/en/home/operations/projects/environment_and_energy/energy-efficient-design-and-construction-of-residential-building.html,"Kazakhstan’s energy sector accounts for about 80% of total emissions, 90% of which comes from power and heat generation. At this point, residential sector is the third-leading energy consumer in the country after the energy and manufacturing sectors, and, consequently, represents one of the largest sectors of GHG emissions. Buildings, primarily residential, account for 13.5% of power and 24% of heat demand. Taking into account official projections and expected fast growth of housing construction, energy efficiency becomes a national strategic priority for Kazakhstan."
Kazakhstan,environment_and_energy,Central Asian Multi-Country Programme on Climate Risk Management. Climate Risk Management in Kazakhstan,/content/kazakhstan/en/home/operations/projects/environment_and_energy/central-asian-multi-country-programme-on-climate-risk-management.html,"Climate variability and change impacts (including climate-related disasters) and their inherent complexity are likely to pose considerable risks to important economic drivers, human welfare and the environment of Kazakhstan."
Kazakhstan,environment_and_energy,City Almaty Sustainable Transport,/content/kazakhstan/en/home/operations/projects/environment_and_energy/city-almaty-sustainable-transport.html,Kazakhstan is the largest GHG emitter in Central Asia with annual emissions of 243 MtCO2e. The transport sector is its fastest growing source of CO2 emissions projected to increase from 9 MtCO2/yr in 2008 up to 22 MtCO2/yr in 2012 and 36 MtCO2/yr in 2020.
Kazakhstan,environment_and_energy,Development and Implementation of Information System on the Monitoring of Biodiversity in Pilot Specially Protected Natural Areas (SPNA) in the Republic of Kazakhstan,/content/kazakhstan/en/home/operations/projects/environment_and_energy/development-and-implementation-of-information-system-on-the-moni.html,he goal of the project is to improve the biodiversity monitoring system by means of creation of a database using GIS-technologies. 
Kazakhstan,environment_and_energy,National Biodiversity Planning to Support the implementation of the CBD 2011-2020 Strategic Plan in Republic of Kazakhstan,/content/kazakhstan/en/home/operations/projects/environment_and_energy/national-biodiversity-planning-to-support-the-implementation-of-.html,"Republic of Kazakhstanhas been Party to the Convention on Biological Diversity (CBD) since October 1995. The project addresses the country’s need to continue to fulfill its obligations under the CBD, with particular focus on the Convention’s Article 6 and the CBD COP Decision X/2."
Kazakhstan,environment_and_energy,Vulnerability of wheat sector to climate change,/content/kazakhstan/en/home/operations/projects/environment_and_energy/vulnerability-of-wheat-sector-to-climate-change.html,"The project will demonstrate the implications of climate risk to the region’s food security, and will work to ensure that climate change adaptation becomes pivotal in agricultural decision-making processes at the regional, national and local levels. "
Kenya,democratic_governance,Public Sector Reform,/content/kenya/en/home/operations/projects/democratic_governance/public-sector-reform.html,"The Transforming Kenya Programme spearheaded by the Public Service Transformation department is a national transformation programme with the mission of creating fundamental and sustainable change that meets the citizen’s needs and aspirations. Overall, the theme “Transforming Kenya” is set within the context of the Constitution of Kenya 2010 and..."
Kenya,democratic_governance,Civic Education ,/content/kenya/en/home/operations/projects/democratic_governance/civic-education-.html,Uraia Trust was established in 2011 as a successor to Kenya’s National Civic Education Programme phase I and II (NCEP I & II). Uraia's approach is to promote citizenship from a rights and responsibility aspect...
Kenya,democratic_governance,Support to Electoral Reforms and Processes 2012-2013,/content/kenya/en/home/operations/projects/democratic_governance/electoralreforms.html,"The overall aim of this intervention is to enhance the capacity of the Independent Electoral and Boundaries Commission (IEBC) towards the management of free, fair and credible elections in Kenya. It will focus on the following four main components: institutional strengthening of the IEBC, electoral operations and processes, civic participation and engagement and project management and coordination."
Kenya,democratic_governance,Project supporting selected strategic areas of engagement with the Commission for the Implementation of the Constitution (CIC),/content/kenya/en/home/operations/projects/democratic_governance/CIC.html,"The CIC is a public institution with a Constitutional mandate. This project is to enhance capacity of the CIC to deliver on its constitutional mandate including the successful implementation of the Constitution. The project further supports the CIC in its engagement and dialogue with a number of actors and stakeholders in the Constitution implementation process. This therefore contributes to CIC’s mandate of ensuring that policies, laws, structures, systems and administrative procedures developed and applied at all levels are consistent with and according to the letter and spirit of the Constitution of Kenya, 2010."
Kenya,democratic_governance,Support to the realization of Human Rights and Access to Justice in Kenya ,/content/kenya/en/home/operations/projects/democratic_governance/support.html,"The rights based constitution of Kenya introduces for the first time an advanced and modern Bill of Rights, which assigns state obligations to provide and facilitate the enjoyment of socio-economic rights for rights holders. The project purposes to contribute to increased national capacities in government and civil society organizations towards promotion and protection of human rights and access to justice to all. It targets its results to be enjoyed by minorities and vulnerable groups, in particular..."
Kenya,environment_and_energy,Market Transformation for Highly Efficient Biomass Stoves for Institutions and Medium-sized Enterprise,/content/kenya/en/home/operations/projects/environment_and_energy/Market_Transformation.html,Aim of the programme is to remove market barriers to the adoption of sustainable biomass energy practices and technologies by institutions (schools and hospitals) and small businesses (restaurants and hotels) in rural and urban areas of Kenya
Kenya,environment_and_energy,GEF- UNDP Small Grants Programme,/content/kenya/en/home/operations/projects/environment_and_energy/GEF-UNDP.html,
Kenya,environment_and_energy,Regional CDM capacity building project for sub-Saharan Africa,/content/kenya/en/home/operations/projects/environment_and_energy/regional_CDM.html,"The Clean Development Mechanism (CDM) and other carbon market instruments can play a significant role in promoting sustainable development and addressing poverty-environment issues. The rapidly expanding market for carbon also offers considerable potential to augment the flow of finances and sustainable technologies to the developing world. In the past, these resources have largely been provided through official development assistance (ODA). Building the capacity of non-Annex 1 countries to access the CDM and other market instruments could significantly boost resource and technology flows in the coming years."
Kenya,environment_and_energy,Adaptation to Climate Change in Arid and Semi-Arid Lands (KACCAL),/content/kenya/en/home/operations/projects/environment_and_energy/Adaptation_to_Climate_Change.html,"Climate-related hazards are a serious threat to Kenya’s development. Agriculture, the mainstay of the Kenyan economy, is predominantly rain-fed, making it highly vulnerable to climate change.  Droughts are the most common disasters affecting Kenya.  The majority of the major shortfalls in food supply recorded have been associated with rainfall deficits.   The recurrence and intensity of droughts has increased in Kenya, particularly affecting the Arid and Semi-Arid Lands (ASALs)..."
Kenya,environment_and_energy,Land Management in Agropastoral Production Systems of Kenya ,/content/kenya/en/home/operations/projects/environment_and_energy/Land_Management.html,"This project will extend the successful Farmer Field School approach by applying it to address land degradation problems in the Arid and Semi-arid Lands of Kenya in order to link sustainable land management (SLM) to increased agricultural productivity in agro-pastoral and pastoral landscapes.\n\nThe project will work in “landscape units” in four ASAL districts, Garissa, Kyuso, Mbeere and Narok that reflect four different land use systems"
Kosovo (as per UNSCR 1244),poverty_reduction,Support to the Government Office of Community Affairs and Office  of the Language Commissioner in the implementation of the Law on Use of Languages,/content/kosovo/en/home/operations/projects/poverty_reduction/Support_to_mesp.html,The project provides technical support to strengthen the capacity of the Office of Communities and the Office of the Language Commissioner to implement the Law on the Use of Languages.
Kosovo (as per UNSCR 1244),poverty_reduction,ABD in Mitrovicë/a and Zveçan /Zvečan,/content/kosovo/en/home/operations/projects/poverty_reduction/ABD.html," The programme addresses complex development challenges in Mitrovicë/a North and South, and Zvečan/ Zveçan areas. It ensures empowerment and inclusion of local communities through economic development, improves human security and stability, and supports communities and local authorities in delivering of social services."
Kosovo (as per UNSCR 1244),poverty_reduction,Aid for Trade,/content/kosovo/en/home/operations/projects/poverty_reduction/AFT.html," The project aims to improve implementation of pro-poor trade reforms and trade capacity development measures, with a focus on capacity gaps, and technical assistance to the Ministry of Trade and Industry."
Kosovo (as per UNSCR 1244),poverty_reduction,Active Labour Market Programmes for Youth,/content/kosovo/en/home/operations/projects/poverty_reduction/ALMP.html,"The project supports Kosovo citizens, mainly young people, to find a job through  supporting Kosovo institutions to design strategic documents and policies and  providing training and internship opportunities."
Kosovo (as per UNSCR 1244),poverty_reduction,Diaspora Engagement in Economic Development,/content/kosovo/en/home/operations/projects/poverty_reduction/DEED.html,The project aims to increase the opportunities for Kosovans living abroad to participate in the economic development of Kosovo.
Kosovo (as per UNSCR 1244),poverty_reduction,Building a Better Future for Citizens of Fushë Kosovë / Kosovo Polje and Obiliq/ć,/content/kosovo/en/home/operations/projects/poverty_reduction/HTSF.html,The project aims to decrease vulnerability and human security risks in the targeted municipalities and enhance municipal competencies for better service delivery to all citizens.
Kosovo (as per UNSCR 1244),poverty_reduction,"Conflict Prevention, Community Stabilization and support to Local Economic Development in North Kosovo region",/content/kosovo/en/home/operations/projects/poverty_reduction/conflict-prevention--community-stabilization-and-support-to-loca.html,The project assists in dissipating inter-community tensions and reduces potential for conflict by promoting co-operation on development in north Kosovo.
Kosovo (as per UNSCR 1244),poverty_reduction,Local-level Response for Employment Generation and Integrated Territorial DevelopmentInterdev,/content/kosovo/en/home/operations/projects/poverty_reduction/Interdev.html,The project aims to create individual and institutional capacities in the municipalities of Dragash/Dragaš and Shtërpcë/Štrpce and further strengthen Suharekë/Suva Reka municipality’s capacities to facilitate economic empowerment and job creation for individuals at risk of economic and social exclusion.
Kosovo (as per UNSCR 1244),poverty_reduction,Active Labour Market Programmes 2,/content/kosovo/en/home/operations/projects/poverty_reduction/active-labour-market-programmes-2.html,"ALMP 2 builds on long-standing UNDP achievements in supporting Kosovo citizens, with particular focus on vulnerable young men and women, to find a job or establish a new venture through supporting Kosovo institutions in designing strategic, evidence-based policies and programmes, and providing on-the-job training, as well as grants and consultancy to foster self-employment opportunities."
Kosovo (as per UNSCR 1244),democratic_governance,Advancing Gender Justice,/content/kosovo/en/home/operations/projects/democratic_governance/advancing-gender-justice.html,The Advancing Gender Justice project focuses on development of institutional and community capacities to ensure access to justice for all. The project places a particular emphasis on public participation and inclusion of vulnerable social groups and especially women.
Kosovo (as per UNSCR 1244),democratic_governance,Capacity Development Facility for Institutional Reform,/content/kosovo/en/home/operations/projects/democratic_governance/capacity-development-facility-for-institutional-reform.html,The Capacity Development Facility for Institutional Reform project works to strengthen individual and organizational capacities of the Kosovo government to meet the challenges deriving from the European integration process.\n\n
Kosovo (as per UNSCR 1244),democratic_governance,Strengthening Disaster Resilience of at Risk Municipalities,/content/kosovo/en/home/operations/projects/democratic_governance/strengthening-disaster-resilience-of-at-risk-municipalities.html,The overall aim of the Strengthening Disaster Resilience of at Risk Municipalities project is to strengthen the capacities of vulnerable and at-risk municipalities to cope with natural hazards and disasters.
Kosovo (as per UNSCR 1244),democratic_governance,UN Joint Programme on Domestic Violence in Kosovo,/content/kosovo/en/home/operations/projects/democratic_governance/GBV.html,"Five UN Agencies (OHCHR, UNDP, UNFPA, UNICEF and UN Women) have joined their efforts to help the survivors of domestic violence, and support municipalities, service delivery institutions and civil society organisations to develop their capacities in order to effectively address the phenomenon of domestic violence."
Kosovo (as per UNSCR 1244),democratic_governance,Kosovo Small Arms Control Initiative (KOSSAC),/content/kosovo/en/home/operations/projects/democratic_governance/KOSSAC.html,"The project supports Kosovo institutions to control the widespread possession and circulation of small arms and light weapons (SALW) in accordance with UN, OSCE and EU standards"
Kosovo (as per UNSCR 1244),democratic_governance,Parliamentary Development for Social Policies,/content/kosovo/en/home/operations/projects/democratic_governance/PDSP.html,"The project is developing the capacities of the Assembly - MPs, Women and Youth Caucus Groups and administrative staff - to deliver socially-inclusive policies and legislation."
Kosovo (as per UNSCR 1244),democratic_governance,Support to Judicial Education,/content/kosovo/en/home/operations/projects/democratic_governance/support-to-judicial-education.html,"The project supports continuous legal education for judges, including women judges strengthening an independent and effective justice system for Kosovo, which protects and promotes human rights standards, ensuring better access to justice for all citizens"
Kosovo (as per UNSCR 1244),democratic_governance,Support to Anti-Corruption Efforts in Kosovo (SAEK),/content/kosovo/en/home/operations/projects/democratic_governance/SAEK.html,"The project, through an innovative and holistic approach towards anti-corruption,  aims to strengthen institutional transparency, accountability and integrity, with a particular focus on empowering citizens and access to information."
Kosovo (as per UNSCR 1244),democratic_governance,Social Media for Innovative Local Empowerment,/content/kosovo/en/home/operations/projects/democratic_governance/SMILE.html,"Through the project, UNDP is supporting  municipalities in using social media tools to make local government more attractive, approachable and open for youth in order to build bridges between local government and young people by utilizing the potential of social media platforms and mobile phone technologies."
Kosovo (as per UNSCR 1244),democratic_governance,Women’s Safety and Security Initiative,/content/kosovo/en/home/operations/projects/democratic_governance/WSSI.html,"The project supports the implementation of the legal framework addressing domestic violence, of the strategy against domestic violence, and the strategy against trafficking in human beings."
Kosovo (as per UNSCR 1244),democratic_governance,Public Administration Reform,/content/kosovo/en/home/operations/projects/democratic_governance/PAR.html,"The project provides high-level policy advice,  guidance, technical, and capacity development support  for the implementation of the Public Administration Strategy and Action Plan. It will support the Ministry of Public Administration on the process of developing policies and legal instruments which support the implementation of PAR as a technical process."
Kosovo (as per UNSCR 1244),democratic_governance,Public Pulse,/content/kosovo/en/home/operations/projects/democratic_governance/PublicPulse.html,Public Pulse is a successor to the Kosovo Early Warning project and continues to work on research and analysis of important issues and provide opinions and perceptions of citizens on the performance of the government of Kosovo and other public Institutions.
Kosovo (as per UNSCR 1244),democratic_governance,Support to strengthening the rule of law in Kosovo,/content/kosovo/en/home/operations/projects/democratic_governance/support-to-strengthening-the-rule-of-law-in-kosovo.html,"The Rule of Law Project works towards strengthening an independent and effective justice system for Kosovo, which protects and promotes human rights standards with special focus on vulnerable groups (women, minorities), ensuring better access to justice for all citizens, aiming to achieve the overall outcome of supporting the judicial education in Kosovo"
Kosovo (as per UNSCR 1244),democratic_governance,Support to stabilization and association agreement,/content/kosovo/en/home/operations/projects/democratic_governance/support-to-stabilization-and-association-agreementeement.html,
Kosovo (as per UNSCR 1244),democratic_governance,Support to transitional justice in Kosovo,/content/kosovo/en/home/operations/projects/democratic_governance/support-to-transitional-justice-in-kosovo.html,The STJK will support and facilitate the work of project partners in drafting a “national strategy” on dealing with the past and reconciliation that includes those transitional justice mechanisms they see most suitable for Kosovo
Kosovo (as per UNSCR 1244),democratic_governance,Support to northern municipalities,/content/kosovo/en/home/operations/projects/democratic_governance/support-to-northern-municipalities.html,
Kosovo (as per UNSCR 1244),environment_and_energy,Sustainable Land Use Management and Conservation of Biodiversity in Dragash/Dragaš Municipality,/content/kosovo/en/home/operations/projects/environment_and_energy/sustainable-land-use-management-and-conservation-of-biodiversity.html,The project is improving livelihoods of the local people through   protection of natural resources;  promoting local resources;  improving capacities of farmers and producers;  improving energy efficiency; and good governance and better gender equality.
Kosovo (as per UNSCR 1244),environment_and_energy,Art Gold,/content/kosovo/en/home/operations/projects/environment_and_energy/Art_gold.html,The project supports the Municipality  in Integrating the ART approach and methodology into Municipal planning processes; identifying and facilitating the implementing process of Quick Impact Projects; and establishing decentralized cooperation networks.
Kosovo (as per UNSCR 1244),environment_and_energy,Support for the Ministry of Environment Project,/content/kosovo/en/home/operations/projects/environment_and_energy/support_to_mesp.html,"The project is assisting the Ministry of Environment and Spatial Planning (MESP) in establishing a solid legal and institutional framework for environmental policymaking in Kosovo, environmental protection, and in addressing the climate change challenges."
Kosovo (as per UNSCR 1244),environment_and_energy,Support for Low Emission Development in Kosovo,/content/kosovo/en/home/operations/projects/environment_and_energy/support-for-low-emission-development-in-kosovo.html,The project aims to support the Government of Kosovo to mainstream climate change concerns into sectoral and overall Kosovo’s development priorities.
Kosovo (as per UNSCR 1244),environment_and_energy,Kosovo Disaster Risk Reduction Initiative,/content/kosovo/en/home/operations/projects/environment_and_energy/KDRRI.html,"Kosovo’s economy, population, and environment are moderately exposed and highly vulnerable to natural hazards. Climate change is expected to amplify exposure to meteorological hazards. The objective of this project (2013-2015) is to reduce disaster and climate risks in Kosovo and thus contribute to the attainment of country development strategies and the Millennium Development Goals."
Kosovo (as per UNSCR 1244),womens_empowerment,Enhancing Woman's participation,/content/kosovo/en/home/operations/projects/womens_empowerment/WPS.html,"The project is a joint initiative of UNDP, UN Women and EU to ensure greater participation of women in peace building and post-conflict planning and supporting efforts to ensure the implementation of commitments on women, peace and security with a particular focus on ensuring greater participation and leadership of women in peace building and post-conflict recovery."
Kuwait,democratic_governance,Support Project to the Kuwaiti National Assembly,/content/kuwait/en/home/operations/projects/democratic_governance/support-project-to-the-kuwaiti-national-assembly.html,"Within the framework of the cooperation between the United Nations Development Programme and the State of Kuwait and the high interest in activating the role of the National Assembly in exercising its legislative, oversight and representative functions, the two parties agreed on implementing the “Support Project for the National Assembly Secretariat”."
Kuwait,democratic_governance,Support the State Audit Bureau to develop a performance management framework,/content/kuwait/en/home/operations/projects/democratic_governance/support-the-state-audit-bureau-to-develop-a-performance-manageme.html,A project to improve legal and institutional  frameworks to facilitate performance and to promote the creation of a national capacity of e-governance.\n
Kuwait,democratic_governance,Support the development of the Central Statistics Office,/content/kuwait/en/home/operations/projects/democratic_governance/support-the-development-of-the-central-statistics-office.html,The support of a Central Statistics Office is vital to a nation's development. This projects seeks to assist this progress. 
Kuwait,democratic_governance,Support the capacity development of the General Secretariat of the Supreme Council for Planning and Development to direct the strategic planning priorities of the state of Kuwait,/content/kuwait/en/home/operations/projects/democratic_governance/support-the-capacity-development-of-the-general-secretariat-of-t.html,Project supporting the optimal use and best distribution of available resources to support social and economic progress thereby leading to economic growth and raising the quality of life.
Kuwait,democratic_governance,Drafting SME Legislation ,/content/kuwait/en/home/operations/projects/democratic_governance/drafting-sme-legislation-.html,Project geared to passing a law that supports Small and Medium Enterprises to encourage young adults to enter the private sector.
Kuwait,environment_and_energy,Kuwait Integrated Environmental Information Network Phase-IV,/content/kuwait/en/home/operations/projects/environment_and_energy/kuwait-integrated-environmental-information-network-phase-iv.html,"Project to unify, enhance, document, and disseminate essential environmental indicator data and spatial decision support system tools in Kuwait. "
Kuwait,environment_and_energy,Kuwait Integrated Environmental Management,/content/kuwait/en/home/operations/projects/environment_and_energy/kuwait-integrated-environmental-management.html,Kuwait Environment Public Authority seeks to design a clear regulatory  framework that provides guidance for promulgation of Kuwait environmental law
Kuwait,womens_empowerment,Economic Empowerment of Kuwaiti Women,/content/kuwait/en/home/operations/projects/womens_empowerment/economic-empowerment-of-kuwaiti-women.html,"The programme aims at contributing to the economic and social development of Kuwait, with a particular focus on empowerment of Kuwaiti women, by addressing the problem of unemployment among women. Unleashing their entrepreneurial potential, the programme will support the establishment and growth of enterprises, owned/managed by women, thereby providing employment opportunities for self and others."
Kuwait,womens_empowerment,Establishment of the Women Research and Studies Center (WRSC) in Kuwait ,/content/kuwait/en/home/operations/projects/womens_empowerment/establishment-of-the-women-research-and-studies-center--wrsc--in.html,"This project aspires to establish and build the technical capacity of the Women Research and Studies Center (WRSC) for the benefit of students, statisticians, researchers and other academics including policy-makers and civil society  organizations. "
Kuwait,womens_empowerment,Promoting Legal Empowerment of Women in the State of  Kuwait (WRACATI),/content/kuwait/en/home/operations/projects/womens_empowerment/promoting-legal-empowerment-of-women-in-the-state-of--kuwait--wr.html,Project for the enhancement and expansion of the scope of women's participation in economic activities and political decision making and gender equality.
Kyrgyzstan,poverty_reduction,Poverty Reduction Programme,/content/kyrgyzstan/en/home/operations/projects/poverty_reduction/poverty-reduction-programme.html,"The programme assists the government at national and local levels to create favorable conditions for vulnerable groups of people (women, youth, poor) and improve their access to resources for income generating activities (financial, employment, information)."
Kyrgyzstan,poverty_reduction,Poverty and Environment Initiative,/content/kyrgyzstan/en/home/operations/projects/poverty_reduction/poverty-and-environment-initiative.html,Poverty and Environment Initiative is a global joint UNDP-UNEP initiative supporting country-level efforts to mainstream environmental management into national and sub-national planning processes through financial and technical assistance and capacity development.
Kyrgyzstan,poverty_reduction,Naryn Area-Based Development Programme,/content/kyrgyzstan/en/home/operations/projects/poverty_reduction/naryn-area-based-development-programme.html,"The programme is aimed at creation of conditions for sustainable socio-economic development of Naryn region. It is implemented in 30 villages of Ak-Talaa, At-Bashy and Jumgal districts with financial support from the Russian Federation. "
Kyrgyzstan,democratic_governance,Operationalizing Good Governance for Social Justice,/content/kyrgyzstan/en/home/operations/projects/democratic_governance/operationalizing-good-governance-for-sj.html,The project aims at institutionalising good governance reforms and practices at all levels by government and civil society organisations to reduce poverty protect rights and advance sustainable human development.
Kyrgyzstan,democratic_governance,Capacity Development Facility,/content/kyrgyzstan/en/home/operations/projects/democratic_governance/capacity-development-facility.html,As part of the project UNDP shows general support to the Kyrgyz government structures and provide advisory services to the Prime Minister’s and President’s offices to ensure efficient delivery of public services to citizens and other beneficiaries. This should help the service providers strengthen their capacity and provide services effectively on their own. 
Kyrgyzstan,democratic_governance,Enhancing Democratic Rule of Law and Preventing Conflict in Kyrgyzstan,/content/kyrgyzstan/en/home/operations/projects/democratic_governance/enhancing-democratic-rule-of-law-and-preventing-conflict-in-kyrg.html,"A comprehensive rule of law programme designed to build the capacity of justice and security actors to better implement laws, conduct oversight of government and security services, combat corruption, provide service delivery and security and afford citizens and most vulnerable groups with access to justice, community security and legal empowerment."
